"Date","Spot exchange rate, Sterling into US$              [a] [a] [a]             XUDLGBD","Spot exchange rate, US $ into Sterling              [a] [a] [a]             XUDLUSS"
"19 May 16","0.6856","1.4585"
"18 May 16","0.6841","1.4617"
"17 May 16","0.6912","1.4467"
"16 May 16","0.6942","1.4405"
"13 May 16","0.6968","1.4351"
"12 May 16","0.6895","1.4503"
"11 May 16","0.6913","1.4465"
"10 May 16","0.6915","1.4462"
"09 May 16","0.6945","1.4398"
"06 May 16","0.6929","1.4432"
"05 May 16","0.6898","1.4497"
"04 May 16","0.6905","1.4482"
"03 May 16","0.6872","1.4551"
"29 Apr 16","0.6826","1.465"
"28 Apr 16","0.6863","1.4571"
"27 Apr 16","0.6879","1.4537"
"26 Apr 16","0.6857","1.4584"
"25 Apr 16","0.6897","1.45"
"22 Apr 16","0.694","1.4409"
"21 Apr 16","0.6974","1.4338"
"20 Apr 16","0.6944","1.4401"
"19 Apr 16","0.6943","1.4402"
"18 Apr 16","0.7006","1.4274"
"15 Apr 16","0.7053","1.4178"
"14 Apr 16","0.7072","1.414"
"13 Apr 16","0.7039","1.4207"
"12 Apr 16","0.7038","1.4208"
"11 Apr 16","0.7011","1.4263"
"08 Apr 16","0.7089","1.4106"
"07 Apr 16","0.7095","1.4094"
"06 Apr 16","0.7099","1.4086"
"05 Apr 16","0.7076","1.4133"
"04 Apr 16","0.6997","1.4291"
"01 Apr 16","0.705","1.4185"
"31 Mar 16","0.6955","1.4378"
"30 Mar 16","0.6921","1.4448"
"29 Mar 16","0.701","1.4266"
"24 Mar 16","0.7071","1.4143"
"23 Mar 16","0.7087","1.4111"
"22 Mar 16","0.7034","1.4217"
"21 Mar 16","0.6943","1.4402"
"18 Mar 16","0.689","1.4514"
"17 Mar 16","0.6901","1.449"
"16 Mar 16","0.7093","1.4099"
"15 Mar 16","0.706","1.4165"
"14 Mar 16","0.6982","1.4323"
"11 Mar 16","0.6947","1.4395"
"10 Mar 16","0.699","1.4307"
"09 Mar 16","0.7031","1.4222"
"08 Mar 16","0.7037","1.4211"
"07 Mar 16","0.704","1.4205"
"04 Mar 16","0.7034","1.4216"
"03 Mar 16","0.7064","1.4156"
"02 Mar 16","0.711","1.4064"
"01 Mar 16","0.7181","1.3925"
"29 Feb 16","0.7179","1.3929"
"26 Feb 16","0.7214","1.3862"
"25 Feb 16","0.7169","1.3949"
"24 Feb 16","0.7178","1.3932"
"23 Feb 16","0.709","1.4105"
"22 Feb 16","0.7075","1.4135"
"19 Feb 16","0.701","1.4266"
"18 Feb 16","0.6961","1.4366"
"17 Feb 16","0.6986","1.4314"
"16 Feb 16","0.699","1.4307"
"15 Feb 16","0.6918","1.4455"
"12 Feb 16","0.6917","1.4458"
"11 Feb 16","0.6928","1.4435"
"10 Feb 16","0.6916","1.446"
"09 Feb 16","0.6904","1.4484"
"08 Feb 16","0.696","1.4368"
"05 Feb 16","0.6905","1.4482"
"04 Feb 16","0.686","1.4578"
"03 Feb 16","0.6853","1.4592"
"02 Feb 16","0.6956","1.4376"
"01 Feb 16","0.6961","1.4366"
"29 Jan 16","0.7049","1.4187"
"28 Jan 16","0.695","1.4388"
"27 Jan 16","0.7014","1.4258"
"26 Jan 16","0.6981","1.4325"
"25 Jan 16","0.7009","1.4267"
"22 Jan 16","0.6978","1.4331"
"21 Jan 16","0.7075","1.4135"
"20 Jan 16","0.7049","1.4186"
"19 Jan 16","0.707","1.4144"
"18 Jan 16","0.7008","1.427"
"15 Jan 16","0.699","1.4307"
"14 Jan 16","0.6948","1.4393"
"13 Jan 16","0.6925","1.4441"
"12 Jan 16","0.6961","1.4366"
"11 Jan 16","0.6882","1.4531"
"08 Jan 16","0.6878","1.454"
"07 Jan 16","0.6865","1.4566"
"06 Jan 16","0.6846","1.4607"
"05 Jan 16","0.6827","1.4647"
"04 Jan 16","0.6808","1.4689"
